4997,system,"Mon, 23 Nov 2009 13:51:28 +0000",HTC DREAM I CANT OPEN MY PHONE,I have the HTC dream or G1 everytime I try to unlock it it freezes it will then stay with the password on for about a minute or two then turn black and the HTC sgin comes on it will then return to the main screen for me to put my password in. I also tryed taking out the battery and putting it back in but that did nothing im hoping someone has a way of me fixing it at this moment im even thinking of having to reboot it. PLEASE HELP
3380,android_market,"Sat, 25 Jul 2009 08:48:58 +0000",Market should allow users to purchase paid apps through any network,#NAME?
4245,display,"Wed, 14 Oct 2009 07:11:28 +0000",Ability to light up the screen for new notifications,"IQ'Em using the new US version of HTC Hero (I believe itQ'Es running 1.5) and I noticed the following pretty annoying problem that I cannot seem to tweak. If a new calendar event or alarm come in, the screen briefly lights up to show what the message is, and then turns off after a short while. That way, I donQ'Et have to turn it on, pull down the protective screen, then the notification bar, etc. However, with email, SMS, gtalk, and the like, the screen doesnQ'Et light up. There are settings for having a sound or vibrate, neither of which light up the screen. When I press the Menu or power button, the new notification sits happily in both the lower part of the screen and the notification area. I hope I am being clear. Thanks, Artem http://beerpla.net http://twitter.com/ArtemR"
5695,contact,"Tue, 29 Dec 2009 11:55:26 +0000",saving new Google contact from Phone doesnQ'Et work,"- Steps to reproduce the problem: 1. Tap Phone and dial a new number 2. Q""ESave to PeopleQ""E 3. Q""ECreate new contactQ""E 4. Choose Q""EContact typeQ""E - Google 5. Q""ESaveQ""E - What happened: The only information that is saved is the contactQ'Es name. You l"
2587,network,"Wed, 06 May 2009 09:40:44 +0000",ADP 1.5 Roaming problem ,"I live in Serbia (Europe), I have ADP1, and occasionally I travel to areas near the border where reception isnQ'Et the best. I donQ'Et want to pay for roaming charges, so I donQ'Et allow my phone to connect to networks in other countries. The manual operator selection worked in Android 1.1 build, but I have problems with newly flashed (official HTC) 1.5 images. * Steps to reproduce: - Select the operator from the manual search: Menu - Settings - Wireless controls - Mobile Networks - Network operators - Search networks - I can select my network operator, but the phone switches to other networks if the signal is lost * Correct behavior: - If I selected my operator manually, I expect from the phone to not attempt to connect to other networks, even the signal is lost."
3542,contact,"Thu, 13 Aug 2009 08:16:26 +0000",Dropping of Q'E+Q'E from +44 area code,"I have just purchased a brand new g2 touch (htc hero) and i love it! However there is one really annoying bug i have encountered. On one of my contacts, Hilary, when i receive a reply from sending her a text message the number drops the Q'E+Q'E from the +44. This is very irritating as everytime i respond i have to forward the message to her instead, to avoid an Q'Eunable to send errorQ'E. What is particularly strange as it is only this number and although the +44 is saved in the phone book, this error still occurs. PLEASE help, Joe Lucas"
4207,display,"Sat, 10 Oct 2009 00:54:33 +0000",HUGE PROBLEM WITH ANDROID SYSTEM,"There is no way to view gif animations. Basic phones from 10 years ago can view animations and you cannot!! The gif image is stuck in the first frame, and does not play or even have the option to play. This is unacceptable! I have the HTC touch G2 which is a 500 dollar phone!! I NEED MY ANIMATIONS!! And I dont want to be part of a group or forum where no one with any power to fix this problem will read it! Please update and fix immediately!! (So i dont have to return the phone for another one that does play my animations!)"
2992,message,"Mon, 15 Jun 2009 02:22:20 +0000",[Messaging] Smiles,"I think the smile Q'E:)Q'E equals to Q'E:-)Q'E but Messaging application doesnQ'Et replace this text with smile icon. This logic applies to all smiles. Q'E:DQ'E =Q>E Q'E:-DQ'E Q'E:))Q'E =Q>E Q'E:-DQ'E Q'E:)))Q'E =Q>E Q'E:-DQ'E HTC Magic, fw 1.5, CRB43"
2946,browser,"Wed, 10 Jun 2009 14:44:33 +0000",Browser: Page scrolling bug,- Open any web page - Start moving the page by your finger to left-Q>Eright-Q>Eleft-Q>Eup-Q>Edown direction when you start moving any page to left-right direction at first then you CAN NOT move page to up or down (you need to touch the screen again). But 
4271,lock,"Fri, 16 Oct 2009 07:49:22 +0000",Phone unlocks without unlock code,"Android code version you are running: 1.0.0.A6288 Your development environment: HTC Hero (IQ'Em on T - Mob so its g2 touch)Firmware 1.5 Describe the problem: I have an unlock patern for my phone, which works when I use as normal but if I swip upwards from the area either side of the emergency call button the phone unlocks without having to enter the code Steps to reproduce: 1. Set unlock patern to on 2. Lock the phone 3. Instead of entering the unlock code or using the emergency call button swipe up on either side of the region of the emergency call button. Expected results: The phone should not react to the invalid command Observed results: Phone unlocks"
5202,browser,"Thu, 03 Dec 2009 23:12:48 +0000",use google.co.uk for search and home page,"I live in the UK and I always use google.co.uk on my computer. I should be able to set my phone so it uses Google UK for web searches (from the search key) and also for the browser home page. Htc magic, Vodafone, donut 1.6 . Thanks."
2749,calling,"Sat, 23 May 2009 14:30:13 +0000",Call Log Highlights Last Call in List when you touch 1st one after moving from some heavy application,"Suppose you are running many applications on by one, (like Maps or Mail or Game) and When you Launch Call Log by pressing Q""EDialQ""E (green button) on ADP1, and you touch 1st icon (in the Call Log) for dialing, IT HIGHLIGHTS THE LAST CALL ICON on currently displayed page. First time i saw this on 2nd day i installed CUPCAKE thru HTC.com, thought its temporary due to heavy context switching between Application, but for more than 3 weeks i have noted it often 3 times a day minimum. Regards, Rikhav Mehta"
5061,message,"Thu, 26 Nov 2009 13:38:29 +0000",Android wonQ'Et sent a message created off-line,"At my office android drops gsm connection on regular basis (poor coverage), so sometimes, when I write a message, IQ'Ell get Q""EMessage not sentQ""E notice. The message is useful, but then I need to wait until I get coverage again and try to resend it. I would rather expect Android to sent the message once it got gsm connection back. Other phones just move messages into the queue folder and sent them once got connection. I would expect Android to do the same. I am using HTC Hero (also known as T-Mobile G2 Phone) with the update."
4327,bluetooth,"Thu, 22 Oct 2009 21:35:03 +0000",Problem with the connect between my handsfree of my car and my htc magic.,"Hi, The first, IQ'Em sorry for my english, but IQ'Ell try explain me the best possible. IQ'Eve got a problem with the Bluetooth and handsfree of my car (Citroen C4) and my Htc Magic. My phone connect with my car, this operation is ok, syncronize the contact with the handsfree, is ok, too, but when I received a call or I do the call, the radio do mute but I donQ'Et listen by the speaker of my car and IQ'Eve to talk by the phone. I attach the logQ'Es file. P.D.: The first error is about at 10-22 18:32:17.019"
3806,calculator,"Mon, 07 Sep 2009 00:51:11 +0000",[Calculator] decimal numbers are approximated,"The sympton is very simple and you could see this bug on HTC G1 and even software emulator. 1. Run calculator application. 2. Input Q""E9.6 ? 6 - 3.6Q""E and push Q'E=Q'E 3. Expected result should be Q""E0Q""E but actual result is Q""E-4.4408920985006E- 16Q""E 4. But input Q""E9.6 - 3.6 - 6Q""E and this result is Q""E0Q""E"
4130,message,"Mon, 05 Oct 2009 15:06:26 +0000",sms bug,hi my android phone ( htc magic vodafone) have a sms bug. i i send a sms to a no android users this sms became with spceial char how to (?@ etc..) why do happened ???
2534,audio,"Tue, 28 Apr 2009 20:45:40 +0000",External audio broken in 1.5,"After upgrading ADP1 firmware to 1.5 (baseband ver: 62.50S.20.17H_2.22.19.26I), using the HTC headset adapter, neither a 2.5mm or 3.5mm headphone plug correctly switches audio output from internal to external. I did a factory reset to insure that it wasnQ'Et any of the apps IQ'Ed loaded since upgrading to 1.5. I have not been able to try the stock headphone that uses the 11-pin, enhanced-USB connector. Steps to repro: 1) Play an audio file using the Music application - OR start a phone call using the Phone application. 2) hear the audio from the internal speaker 3) plug in a 2.5mm or 3.5mm headset (audio *should* switch to headset) 4) Audio output incorrectly stays with internal speaker"
5656,display,"Sat, 26 Dec 2009 12:53:10 +0000",when moving an icon to a different screen and releasing to fast the icons over run each other ,#NAME?
5073,network,"Fri, 27 Nov 2009 04:52:36 +0000",internet access proxy authentication,"i recently bought a android htc tattoo, with loads of Q""Egoogle featuresQ""E but unfortunately even if it does connect to my college wireless network i cannot access any google applications like google market .. gmail .. google talk ...the proxy authentication feature is seriously required and for offline installation please .. because i unfortunately cannot connect to my internet"
3836,message,"Wed, 09 Sep 2009 16:17:18 +0000",Text message never received,"Sometimes a text message never shows on my phone (HTC Hero - Android 1.5), but my friends receive a status message to say that the message has been delivered! I live in France but this issue happens in other countries (http://androidcommunity.com/forums/f58/htc-hero-text-messaging-problem-24727/). And I use the same phone operator for the last ten years without any issues with text messages. I suspect the phone to receive the message but to hide it somewhere ?! Also I donQ'Et have any notification at all... I asked to my friends to send me again the text messages (maybe some bad charaters), but the second time it worked. I was not able to identify the reason because: - this happens at any time; - the phone is sometimes in Q""Enormal modeQ""E, sometimes in Q""Evibration onlyQ""E; - the phone is sometimes in charge, sometimes not; - it happens with different mobile phones as sender (Nokia N95, Samsung, ...) I tried with the default message application, and I tried with Handset SMS app, but both donQ'Et show me the Q""EmissingQ""E text messages."
4323,audio,"Thu, 22 Oct 2009 17:53:27 +0000",Floating list entry in Music -Q>E Playlist Activity has wrong image,"Problem description: 1.Goto Music -Q>E Playlists 2. Open or create a playlist with at least 9 entries in it. It is important that scrollbar is present in this list. 3. Tap on Q""EmoveQ""E icon of the first entry in the list (an icon with up and down arrows). Tap and release. As a reaction entry will popup and take its place in the list again. 4. Now scroll down and repeate the same (#3) with the very last entry in the list. ... scroll up and repeate it again with the first entry. After some tries you will see that the floating popup entry, which appear when you tap on the icon visually differs form the entry you just clicked on. Reproduced with: HTC Magic, 1.6 (donut), build DRC92. Additional information: The problem is only reproducible with 1.6 (donut) caused by TouchInterceptor.java (line 111) ... item.setDrawingCacheEnabled(true); // Create a copy of the drawing cache so that it does not get recycled // by the framework when the list tries to clean up memory Bitmap bitmap = Bitmap.createBitmap(item.getDrawingCache()); ... Once cache is enabled it wont be cleared when another list entry reuses it. I had same issue in my code and I fixed it by calling item.setDrawingCacheEnabled(false) after a bitmap is created. Hope this helps. Best regards, Sergej"
3260,youtube,"Tue, 14 Jul 2009 10:04:17 +0000",YouTube account doesnQ'Et get properly linked to Google account,"On Android 1.5 (HTC magic), youtube will use my google account, and will not use my youtube account. Seems like a bug, since my google and youtube accounts are linked. I suspect there is a bug if the google account name has a dot in the username."
5544,message,"Sun, 20 Dec 2009 07:42:38 +0000",Greek language sms only 70characters instead of 160,"Hallo, this is a really annoying and expensive bug (we get essentialy paying double sms rate because of it). Greek android users (mainly with HTC Magic or Hero handsets available in local market) cannot send 160 characters long sms neither with stock messaging app or market ones like chomp or handset, I think it is a problem of how the android handles the character encoding for Greek. But I am not developer nor have technical knowledge. Strangely only caps without accents (accents are integral part of greek language) you can go as far as 120-130 characters but still not full sms. I remember that a similar issue existed around 2000 with normal phones I donQ'Et know what was the cause of the problem. Now every handset even those costing 20 euro has it solved except the super expensive Q'EsmartQ'E android ones. Some users report in greek forums that the same happens even with latin sms in small caps!!!! NOTE: This form is only for reporting user bugs. For all other user discussions please visit: http://groups.google.com/group/android-discuss Please describe the problem in detail. Be sure to include: - Steps to reproduce the problem. - What happened. - What you think the correct behavior should be. DonQ'Et forget to mention which device you have, and which version of Android is installed on it. (Find it under Home Q>E Menu Q>E Settings Q>E About phone.) If you happen to have a development environment, please also run Q""Eadb bugreportQ""E and archive the output as it could help diagnose the problem."
4811,bluetooth,"Sun, 15 Nov 2009 16:18:01 +0000",Auto Answer Bluetooth Option,"For in-car answering (I have an Acura MDX) and for bicycling and running, this feature is a must. I have had this feature on my previous phones and HTC has it on their phones."
5457,message,"Tue, 15 Dec 2009 07:59:04 +0000",SMS-TAN is displayed while screen is locked - security issue!!!,"I use the option to lock the screen within a certain time. When I do internet banking, I get my TANs via SMS. These complete SMS (including the TAN) is displayed in the status row on top. When I lock the screen, I think IQ'Em quite secure. But this is not true. In my opinion this is a security issue. It would be better to just display the sender instead of the content of the SMS. I use HTC Magic via Vodafone (A1) Austria"
3279,memory,"Thu, 16 Jul 2009 08:30:15 +0000",serious direct byte buffer bug,"There is a serious bug in the nio system when using an IntBuffer backed by a direct ByteBuffer. The IntBuffer.put(int[] src, int off, int len) method copies incorrect elements from the source array if the offset is non-zero. Below is a simple test case. It produces the following output: Q""E1, 5, 9Q""E instead of the expected Q""E1, 2, 3Q""E. Replacing allocateDirect by allocate produces the correct output. Device info: HTC G1 phone, Firmware version 1.5, kernel 2.6.27-00393-g6607056, Baseband version: 62.50S.20.17H_2.22.19.26I How to reproduce: public static void bug() { int[] src = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}; ByteBuffer bb = ByteBuffer.allocateDirect(10*4); // ByteBuffer bb = ByteBuffer.allocate(10*4); bb.order(ByteOrder.nativeOrder()); IntBuffer ib = bb.asIntBuffer(); ib.rewind(); ib.put(src, 0, 1); ib.put(src, 1, 1); ib.put(src, 2, 1); Log.v(TAG, Q""Ebug: Q""E+ib.get(0)+Q""E, Q""E+ib.get(1)+Q""E, Q""E+ib.get(2)); }"
3479,bluetooth,"Thu, 06 Aug 2009 04:18:59 +0000",tomtom one xl.s bluetooth,Why doesnQ'Et the tomtom one xl.s bluetooth recognize the HTC G1 phone?
3472,audio,"Wed, 05 Aug 2009 15:46:58 +0000",NEw bug in Android 1.5 only- Multifunction Audio Cable YC A300  does not work after upgrade to 1.5,I had the Multifunction HTC-Audio Cable YC A300 (BASE SKU) working untill T-Mobile upgraded my Android OS to 1.5 Now- I can only charge but not listen to music via the cable. This use to work perfectly before. It is kind of showstopper for me to use in the car. I could listen to last-fm and also charge the phone. Now I cannot http://www.amazon.co.uk/Multifunction-Audio-Cable-A300-BASE/dp/B001P0IFXI/ref=sr_1_1?ie=UTF8Q&Eqid=1242388910Q&Esr=8-1
3932,email,"Thu, 17 Sep 2009 15:44:18 +0000",lost sound notification for soem emails on donut,"For some reason, with some of cyanogenQ'Es experimentals ROM (currently 4.1.10.1) when I get an email, my HTC Magic wont play the notification. I/gmail-ls( 210): Sending notification intent: Intent { act=android.intent.acti on.PROVIDER_CHANGED dat=content://gmail-ls/unread/^i typ=gmail-ls (has extras) } D/Gmail ( 467): New email for ME@TLD.com unreadCount:5 getAttenti on:true W/AudioFlinger( 119): write blocked for 210 msecs D/NetworkLocationProvider( 138): onCellLocationChanged [-1,-1] Before it played, but this next time, it didnt. I/gmail-ls( 210): Sending notification intent: Intent { act=android.intent.acti on.PROVIDER_CHANGED dat=content://gmail-ls/unread/^i typ=gmail-ls (has extras) } D/Gmail ( 467): New email for ME@TLD.com unreadCount:0 getAttenti on:false D/dalvikvm( 467): GC(1) freed 94 objects / 4840 bytes in 124ms D/dalvikvm( 210): GC(1) freed 2283 objects / 131896 bytes in 172ms D/dalvikvm( 454): GC(0) freed 9250 objects / 524624 bytes in 121ms D/dalvikvm( 454): GC(0) freed 9290 objects / 525320 bytes in 120ms D/NetworkLocationProvider( 138): onCellLocationChanged [400,357938] D/LocationMasfClient( 138): getNetworkLocation(): Returning cache location with accuracy 2555.0"
3298,youtube,"Sat, 18 Jul 2009 08:43:00 +0000",YouTube distorts audio after 15 to 30 minutes of playback,"Hi, I have tried various roms on my HTC magic and with all of them I have a problem with youtube videos. After watching around 15 to 30 minutes of videos the audio for some reason gets distorted and stays that way until I force close YouTube and start it again only to get the same error in another 15 to 39 mins."
5229,input,"Sat, 05 Dec 2009 11:14:38 +0000",cursor positioning bug in all multiline textedit boxes,"The issue shows in all Apps that use multiline text-edit-boxes as soon you have more lines of text than can be viewed in the field (eg scrollbar is visible). When you try to position the edit-cursor in a new place out of view, you go to scroll and then tap/click on the line/position to put the cursor. In this moment the view scrolls back to the old position where cursor was before but places the cursor correctly in clicked position (out of view!). You have to scroll back again to see the cursor. This is really annoying, because this is a basic issue that shows in many Apps. - Steps to reproduce the problem. 1) I use HTC Magic (with Google) Android 1.6 DRC92 2) Open GMail App 3) Click on Q""Enew emailQ""E in menu 4) Select the multiline text-edit-box (where the email text goes) 5) Write a lot of text (more than fits in the visible area) so that the scrollbar appears 6) Now with the cursor at the end of the text scroll up the view (with sliding the finger over the box) that you can see the top of the text 7) tap/click on the first line of the text (as you like to place the cursor) --Q>E The cursor gets placed at the selected position but the view scrolls back to the end of the text. Not nice !!! 8) Now you have to scroll again up that you can see first line of text with the cursor Some extra (here you have to scroll three times until you get it right): 9) leave text-box by selecting the Q""EsubjectQ""E edit-box 10) press Q""EbackQ""E button to hide virtual keyboard So now it looks as when you reopen a draft email Now we like to edit something at the end of the email text: 11) scroll down (sliding) that you can see the end of the email text 12) tap/click on one of the last text lines (placing cursor) --Q>E edit-box gets selected, cursor appears on first line, view scrolls back to cursor, virtual keyboard appears 13) Ok, again scroll down to last line and tap/click again --Q>E cursor positon ok, but view scrolls back to old position 14) Third time! Scroll down to see the cursor (perhaps correct position) 15) Now I can start editing I think clicking in a multiline text-edit-box should place the cursor where I clicked and of course should center in view (that cursor is visible) Please help"
3708,notification,"Fri, 28 Aug 2009 21:42:08 +0000",OnSensorChanged() is no longer called in standby mode since last Firmware upgrade.,"I have a service that uses the accelerometer to detect movement, and up until recently this has worked fine when the device was in standby. It has been regularly tested on HTC G1 and Magic and tested specifically to work under these conditions, but it seems that a recent Firmware upgrade may have broken this (my Magic stopped working in this scenario since the last firmware I think, a few weeks ago). I have recently acquired an HTC Hero and this also fails to get the notifications. What seems to occur now, is that the SensorEventListener.OnSensorChanged() messages are not occuring at all in standby, and they continue once the device is switched back on. The application also checks for other changes such as GPS location changes, and these continue to work in standby, so I would expect the sensor messages to also continue to get through as they did previously, and the SDK documentation doesnQ'Et state it shouldnQ'Et work in standby. This change has effectively broken my Android Market application, which is designed to protect the device from being moved/removed, and therefore this renders its functionality seriously compromised once the device goes into standby. Could someone advise when this will be fixed, as it is starting to affect my sales. Thank you."
5242,display,"Sun, 06 Dec 2009 23:04:29 +0000",Support for alphanumeric phone numbers,"Version: android 1.5 (HTC hero). The phone is unable to dial numbers with alphabets in them. e.g., I have a contact with the number 800-25-lexus. The dialer doesnQ'Et know what to do with this. When I replace it with 800-255-3987, the dialer works. IMHO the dialer should support alphabets as well."
4152,image,"Tue, 06 Oct 2009 20:49:48 +0000",Gallery photo uploads to Picasa fail/timeout indefinitely,"This is occurring with the HTC 1.6 dev image version of MediaUploader.apk. My apologies in advance if this does not apply to the production OTA 1.6 firmware. Picture uploads to Picasa through the Gallery application effectively fail by continually timing out. This happens regardless of network connectivity state and method. Steps to reproduce: Take a picture with the camera. In the Gallery application, select that picture and choose Share. Choose Picasa as the target, touch Upload. A notification that the upload is starting will be shown along with the status in the My Uploads view. The upload will then timeout with an error that it will be retried in 1 minute. Subsequent attempts also timeout. This continues until the upload is canceled."
4639,message,"Tue, 10 Nov 2009 09:29:12 +0000",Q'EUnable to deliver. Please re-send with area codeQ'E text received after sending text message with area code,"I am unable to send text messages to my boyfriend because my phone is failing to recognize the area code. I have tried restarting the phone, removing the battery, deleting and re-adding IQ'Em as a contact, and entered his number in 1-555-555-5555 and 555-555- 555 formats. I have the Motorola Droid running Android version 2.0 with an AllTel plan on the Verizon network. He has the HTC G1 running Android version 1.6. I am able to send and receive phone calls from him and receive texts from him. I have another friend on the T- Mobile network and I am ablebto successfully send him texts. I believe that this issue lies with the messaging application, as I have been able to successfully send text messages to him using SMS applications from the Market such as HandCent. When I enter his phone number, I can see that the zip code is removed from the phone number after clicking off of the phone number field (onto the compose field). I have talked to Verizon support regarding this issue and they are investigating. Please do not hesitate to contact me, as I would be more than happy to help you troubleshoot the issue."
4556,bluetooth,"Sat, 07 Nov 2009 12:23:04 +0000",Bluetooth issue with BMW 320d - 2007 - Android v 1.5,"Hi, tried to pair my HTC Magic with my carQ'Es bluetooth and didnQ'Et succeed. As this model has not been listed yet, is there something to do about it? Thanks Fred"
2678,audio,"Fri, 15 May 2009 16:20:01 +0000",Audio failure when reading mp3 files,"When listen the music on HTC DREAM (Firmware 1.1),the track jump and frequently interrupted for a short time.I try to disconnect headphones but nothing,I try to install different audio player but nothing,the problem remain.The audio track jump also when I try to listen across the integrated speaker.Please correct this software bug. Fabrizio D.M. Italy (fabridima@gmail.it)"
2831,bluetooth,"Mon, 01 Jun 2009 20:57:18 +0000",Bluetooth headphone doesnQ'Et autoconnect,"IQ'Em using my Nokia BH102 and BH100 bluetooth headphones with my new HTC Magic (cupcake). Both of them work on my Nokia N70 without problems, but with HTC Magic I experience problems on connection. They correctly autopair but they canQ'Et autoconnect, I must do it manually and itQ'Es a very boring operation. The strange thing is that sometimes they unexplainably connect. I searched the web and found that some user experience the same issue after upgrading to 1.5. I hope youQ'Ell solve this problem as soon as possible because IQ'Em loving Android but IQ'Em very disappointed about bluetooth limitations. Thanks for your patience. Eugenio Bonifacio"
5694,message,"Tue, 29 Dec 2009 09:49:31 +0000",Android resends texts after phone turn on,"If my phone crashes or runs out of battery, When I switch it back on it begins to resend texts to the last person I texted, until I unlock my phone/open the messaging app (IQ'Em not sure which stops it, because I only realise itQ'Es happening from confused texts replying to them. It doesnQ'Et happen every time though, to the best of my knowledge, but itQ'Es hard to say, because i donQ'Et regularly turn my phone off. I have a HTC Magic running Android 1.6."
4330,youtube,"Thu, 22 Oct 2009 21:42:10 +0000","YouTube Q""Evideo cannot be playedQ""E when Internet connection drops","When playing a video using the YouTube application on the HTC Hero, if your Internet connection drops, a message pops up saying Q""Evideo cannot be playedQ""E. Your only option is to click OK, after which the video buffering progress is lost and you are returned to the YouTube application home page. I cannot confirm that a loss of connection is the cause. It appears to be spontaneous a lot of the time. By the way, there are no issues of low memory on my system. I have used a task manager to verify this."
